column,value,count,pct,is_rare,suggested_group,role,feature_group
customerID,6180-YBIQI,1,0.0142,True,Other,feature,unknown
customerID,6728-DKUCO,1,0.0142,True,Other,feature,unknown
customerID,9750-BOOHV,1,0.0142,True,Other,feature,unknown
customerID,8597-CWYHH,1,0.0142,True,Other,feature,unknown
customerID,2848-YXSMW,1,0.0142,True,Other,feature,unknown
customerID,0486-HECZI,1,0.0142,True,Other,feature,unknown
customerID,4549-ZDQYY,1,0.0142,True,Other,feature,unknown
customerID,5712-AHQNN,1,0.0142,True,Other,feature,unknown
customerID,4846-WHAFZ,1,0.0142,True,Other,feature,unknown
customerID,5256-SKJGO,1,0.0142,True,Other,feature,unknown
customerID,3071-VBYPO,1,0.0142,True,Other,feature,unknown
customerID,9560-BBZXK,1,0.0142,True,Other,feature,unknown
customerID,5299-RULOA,1,0.0142,True,Other,feature,unknown
customerID,8402-OOOHJ,1,0.0142,True,Other,feature,unknown
customerID,9445-ZUEQE,1,0.0142,True,Other,feature,unknown
customerID,1091-SOZGA,1,0.0142,True,Other,feature,unknown
customerID,2928-HLDBA,1,0.0142,True,Other,feature,unknown
customerID,0404-SWRVG,1,0.0142,True,Other,feature,unknown
customerID,6497-TILVL,1,0.0142,True,Other,feature,unknown
customerID,7219-TLZHO,1,0.0142,True,Other,feature,unknown
customerID,4622-YNKIJ,1,0.0142,True,Other,feature,unknown
customerID,4412-YLTKF,1,0.0142,True,Other,feature,unknown
customerID,6734-PSBAW,1,0.0142,True,Other,feature,unknown
customerID,3930-ZGWVE,1,0.0142,True,Other,feature,unknown
customerID,2639-UGMAZ,1,0.0142,True,Other,feature,unknown
customerID,2876-GZYZC,1,0.0142,True,Other,feature,unknown
customerID,6207-WIOLX,1,0.0142,True,Other,feature,unknown
customerID,8587-XYZSF,1,0.0142,True,Other,feature,unknown
customerID,3091-FYHKI,1,0.0142,True,Other,feature,unknown
customerID,2372-HWUHI,1,0.0142,True,Other,feature,unknown
customerID,7799-LGRDP,1,0.0142,True,Other,feature,unknown
customerID,7850-VWJUU,1,0.0142,True,Other,feature,unknown
customerID,3774-VBNXY,1,0.0142,True,Other,feature,unknown
customerID,6217-KDYWC,1,0.0142,True,Other,feature,unknown
customerID,0390-DCFDQ,1,0.0142,True,Other,feature,unknown
customerID,3146-MSEGF,1,0.0142,True,Other,feature,unknown
customerID,4080-OGPJL,1,0.0142,True,Other,feature,unknown
customerID,1095-WGNGG,1,0.0142,True,Other,feature,unknown
customerID,2636-SJDOU,1,0.0142,True,Other,feature,unknown
customerID,1131-QQZEB,1,0.0142,True,Other,feature,unknown
customerID,5716-EZXZN,1,0.0142,True,Other,feature,unknown
customerID,6837-BJYDQ,1,0.0142,True,Other,feature,unknown
customerID,2135-RXIHG,1,0.0142,True,Other,feature,unknown
customerID,6440-DKQGE,1,0.0142,True,Other,feature,unknown
customerID,3466-BYAVD,1,0.0142,True,Other,feature,unknown
customerID,3780-YVMFA,1,0.0142,True,Other,feature,unknown
customerID,3874-EQOEP,1,0.0142,True,Other,feature,unknown
customerID,1679-JRFBR,1,0.0142,True,Other,feature,unknown
customerID,9073-ZZIAY,1,0.0142,True,Other,feature,unknown
customerID,3077-RSNTJ,1,0.0142,True,Other,feature,unknown
customerID,6551-GNYDG,1,0.0142,True,Other,feature,unknown
customerID,9167-APMXZ,1,0.0142,True,Other,feature,unknown
customerID,2749-CTKAJ,1,0.0142,True,Other,feature,unknown
customerID,6371-NZYEG,1,0.0142,True,Other,feature,unknown
customerID,7554-NEWDD,1,0.0142,True,Other,feature,unknown
customerID,8992-VONJD,1,0.0142,True,Other,feature,unknown
customerID,0867-MKZVY,1,0.0142,True,Other,feature,unknown
customerID,4482-EWFMI,1,0.0142,True,Other,feature,unknown
customerID,4648-YPBTM,1,0.0142,True,Other,feature,unknown
customerID,2907-ILJBN,1,0.0142,True,Other,feature,unknown
customerID,6345-FZOQH,1,0.0142,True,Other,feature,unknown
customerID,3376-BMGFE,1,0.0142,True,Other,feature,unknown
customerID,5997-OPVFA,1,0.0142,True,Other,feature,unknown
customerID,3445-HXXGF,1,0.0142,True,Other,feature,unknown
customerID,1159-WFSGR,1,0.0142,True,Other,feature,unknown
customerID,7654-YWJUF,1,0.0142,True,Other,feature,unknown
customerID,1875-QIVME,1,0.0142,True,Other,feature,unknown
customerID,6727-IOTLZ,1,0.0142,True,Other,feature,unknown
customerID,0691-JVSYA,1,0.0142,True,Other,feature,unknown
customerID,5918-VUKWP,1,0.0142,True,Other,feature,unknown
customerID,1744-JHKYS,1,0.0142,True,Other,feature,unknown
customerID,2656-FMOKZ,1,0.0142,True,Other,feature,unknown
customerID,2070-FNEXE,1,0.0142,True,Other,feature,unknown
customerID,5947-SGKCL,1,0.0142,True,Other,feature,unknown
customerID,3712-PKXZA,1,0.0142,True,Other,feature,unknown
customerID,6317-YPKDH,1,0.0142,True,Other,feature,unknown
customerID,6582-OIVSP,1,0.0142,True,Other,feature,unknown
customerID,9367-WXLCH,1,0.0142,True,Other,feature,unknown
customerID,5524-KHNJP,1,0.0142,True,Other,feature,unknown
customerID,1918-ZBFQJ,1,0.0142,True,Other,feature,unknown
customerID,1024-GUALD,1,0.0142,True,Other,feature,unknown
customerID,4827-USJHP,1,0.0142,True,Other,feature,unknown
customerID,8167-GJLRN,1,0.0142,True,Other,feature,unknown
customerID,0956-SYCWG,1,0.0142,True,Other,feature,unknown
customerID,8017-UVSZU,1,0.0142,True,Other,feature,unknown
customerID,7100-FQPRV,1,0.0142,True,Other,feature,unknown
customerID,2472-OVKUP,1,0.0142,True,Other,feature,unknown
customerID,2984-RGEYA,1,0.0142,True,Other,feature,unknown
customerID,9680-NIAUV,1,0.0142,True,Other,feature,unknown
customerID,2146-EGVDT,1,0.0142,True,Other,feature,unknown
customerID,2604-IJPDU,1,0.0142,True,Other,feature,unknown
customerID,9178-JHUVJ,1,0.0142,True,Other,feature,unknown
customerID,6168-YBYNP,1,0.0142,True,Other,feature,unknown
customerID,7255-SSFBC,1,0.0142,True,Other,feature,unknown
customerID,3645-DEYGF,1,0.0142,True,Other,feature,unknown
customerID,9323-HGFWY,1,0.0142,True,Other,feature,unknown
customerID,8544-GOQSH,1,0.0142,True,Other,feature,unknown
customerID,3363-DTIVD,1,0.0142,True,Other,feature,unknown
customerID,7018-WBJNK,1,0.0142,True,Other,feature,unknown
customerID,9142-KZXOP,1,0.0142,True,Other,feature,unknown
customerID,7674-YTAFD,1,0.0142,True,Other,feature,unknown
customerID,6348-SNFUS,1,0.0142,True,Other,feature,unknown
customerID,1285-OKIPP,1,0.0142,True,Other,feature,unknown
customerID,7825-ECJRF,1,0.0142,True,Other,feature,unknown
customerID,1347-KTTTA,1,0.0142,True,Other,feature,unknown
customerID,7841-TZDMQ,1,0.0142,True,Other,feature,unknown
customerID,4195-NZGTA,1,0.0142,True,Other,feature,unknown
customerID,7157-SMCFK,1,0.0142,True,Other,feature,unknown
customerID,4709-LKHYG,1,0.0142,True,Other,feature,unknown
customerID,2504-DSHIH,1,0.0142,True,Other,feature,unknown
customerID,0699-NDKJM,1,0.0142,True,Other,feature,unknown
customerID,9286-BHDQG,1,0.0142,True,Other,feature,unknown
customerID,0230-WEQUW,1,0.0142,True,Other,feature,unknown
customerID,2040-LDIWQ,1,0.0142,True,Other,feature,unknown
customerID,6496-JDSSB,1,0.0142,True,Other,feature,unknown
customerID,9408-SSNVZ,1,0.0142,True,Other,feature,unknown
customerID,4443-EMBNA,1,0.0142,True,Other,feature,unknown
customerID,6469-MRVET,1,0.0142,True,Other,feature,unknown
customerID,0742-MOABM,1,0.0142,True,Other,feature,unknown
customerID,5961-VUSRV,1,0.0142,True,Other,feature,unknown
customerID,6778-JFCMK,1,0.0142,True,Other,feature,unknown
customerID,6341-JVQGF,1,0.0142,True,Other,feature,unknown
customerID,2232-DMLXU,1,0.0142,True,Other,feature,unknown
customerID,4811-JBUVU,1,0.0142,True,Other,feature,unknown
customerID,0945-TSONX,1,0.0142,True,Other,feature,unknown
customerID,2651-ZCBXV,1,0.0142,True,Other,feature,unknown
customerID,3316-UWXUY,1,0.0142,True,Other,feature,unknown
customerID,8937-RDTHP,1,0.0142,True,Other,feature,unknown
customerID,7083-MIOPC,1,0.0142,True,Other,feature,unknown
customerID,1984-GPTEH,1,0.0142,True,Other,feature,unknown
customerID,1251-KRREG,1,0.0142,True,Other,feature,unknown
customerID,0621-JFHOL,1,0.0142,True,Other,feature,unknown
customerID,9903-LYSAB,1,0.0142,True,Other,feature,unknown
customerID,0094-OIFMO,1,0.0142,True,Other,feature,unknown
customerID,9227-UAQFT,1,0.0142,True,Other,feature,unknown
customerID,7301-ABVAD,1,0.0142,True,Other,feature,unknown
customerID,6614-FHDBO,1,0.0142,True,Other,feature,unknown
customerID,7576-ASEJU,1,0.0142,True,Other,feature,unknown
customerID,9058-HRZSV,1,0.0142,True,Other,feature,unknown
customerID,4522-AKYLR,1,0.0142,True,Other,feature,unknown
customerID,0221-WMXNQ,1,0.0142,True,Other,feature,unknown
customerID,0303-UNCIP,1,0.0142,True,Other,feature,unknown
customerID,9947-OTFQU,1,0.0142,True,Other,feature,unknown
customerID,0322-YINQP,1,0.0142,True,Other,feature,unknown
customerID,0959-WHOKV,1,0.0142,True,Other,feature,unknown
customerID,4075-JFPGR,1,0.0142,True,Other,feature,unknown
customerID,4629-NRXKX,1,0.0142,True,Other,feature,unknown
customerID,9514-JDSKI,1,0.0142,True,Other,feature,unknown
customerID,3282-ZISZV,1,0.0142,True,Other,feature,unknown
customerID,3675-YDUPJ,1,0.0142,True,Other,feature,unknown
customerID,4111-BNXIF,1,0.0142,True,Other,feature,unknown
customerID,7017-VFHAY,1,0.0142,True,Other,feature,unknown
customerID,6655-LHBYW,1,0.0142,True,Other,feature,unknown
customerID,4959-JOSRX,1,0.0142,True,Other,feature,unknown
customerID,5046-NUHWD,1,0.0142,True,Other,feature,unknown
customerID,7273-TEFQD,1,0.0142,True,Other,feature,unknown
customerID,3606-TWKGI,1,0.0142,True,Other,feature,unknown
customerID,7529-ZDFXI,1,0.0142,True,Other,feature,unknown
customerID,7605-BDWDC,1,0.0142,True,Other,feature,unknown
customerID,1950-KSVVJ,1,0.0142,True,Other,feature,unknown
customerID,0123-CRBRT,1,0.0142,True,Other,feature,unknown
customerID,6292-TOSSS,1,0.0142,True,Other,feature,unknown
customerID,3197-ARFOY,1,0.0142,True,Other,feature,unknown
customerID,6323-AYBRX,1,0.0142,True,Other,feature,unknown
customerID,7014-ZZXAW,1,0.0142,True,Other,feature,unknown
customerID,4385-GZQXV,1,0.0142,True,Other,feature,unknown
customerID,7633-MVPUY,1,0.0142,True,Other,feature,unknown
customerID,6366-ZGQGL,1,0.0142,True,Other,feature,unknown
customerID,4716-HHKQH,1,0.0142,True,Other,feature,unknown
customerID,5940-AHUHD,1,0.0142,True,Other,feature,unknown
customerID,6432-TWQLB,1,0.0142,True,Other,feature,unknown
customerID,4484-GLZOU,1,0.0142,True,Other,feature,unknown
customerID,3179-GBRWV,1,0.0142,True,Other,feature,unknown
customerID,8645-KWHJO,1,0.0142,True,Other,feature,unknown
customerID,4130-MZLCC,1,0.0142,True,Other,feature,unknown
customerID,0314-TKOSI,1,0.0142,True,Other,feature,unknown
customerID,8229-MYEJZ,1,0.0142,True,Other,feature,unknown
customerID,2080-SRCDE,1,0.0142,True,Other,feature,unknown
customerID,9577-WJVCQ,1,0.0142,True,Other,feature,unknown
customerID,9512-UIBFX,1,0.0142,True,Other,feature,unknown
customerID,6202-DYYFX,1,0.0142,True,Other,feature,unknown
customerID,3808-HFKDE,1,0.0142,True,Other,feature,unknown
customerID,5583-SXDAG,1,0.0142,True,Other,feature,unknown
customerID,3488-PGMQJ,1,0.0142,True,Other,feature,unknown
customerID,3580-REOAC,1,0.0142,True,Other,feature,unknown
customerID,7534-BFESC,1,0.0142,True,Other,feature,unknown
customerID,3727-OWVYD,1,0.0142,True,Other,feature,unknown
customerID,2294-SALNE,1,0.0142,True,Other,feature,unknown
customerID,4847-TAJYI,1,0.0142,True,Other,feature,unknown
customerID,1563-IWQEX,1,0.0142,True,Other,feature,unknown
customerID,8203-XJZRC,1,0.0142,True,Other,feature,unknown
customerID,6556-DBKZF,1,0.0142,True,Other,feature,unknown
customerID,6851-WEFYX,1,0.0142,True,Other,feature,unknown
customerID,2985-JUUBZ,1,0.0142,True,Other,feature,unknown
customerID,6390-DSAZX,1,0.0142,True,Other,feature,unknown
customerID,0895-LMRSF,1,0.0142,True,Other,feature,unknown
customerID,8098-LLAZX,1,0.0142,True,Other,feature,unknown
customerID,8266-VBFQL,1,0.0142,True,Other,feature,unknown
customerID,8181-YHCMF,1,0.0142,True,Other,feature,unknown
customerID,2240-HSJQD,1,0.0142,True,Other,feature,unknown
customerID,1248-DYXUB,1,0.0142,True,Other,feature,unknown
customerID,0265-EDXBD,1,0.0142,True,Other,feature,unknown
customerID,4115-BNPJY,1,0.0142,True,Other,feature,unknown
customerID,3167-SNQPL,1,0.0142,True,Other,feature,unknown
customerID,4091-TVOCN,1,0.0142,True,Other,feature,unknown
customerID,1098-TDVUQ,1,0.0142,True,Other,feature,unknown
customerID,7277-OZCGZ,1,0.0142,True,Other,feature,unknown
customerID,1557-EMYVT,1,0.0142,True,Other,feature,unknown
customerID,2799-ARNLO,1,0.0142,True,Other,feature,unknown
customerID,7563-BIUPC,1,0.0142,True,Other,feature,unknown
customerID,5027-YOCXN,1,0.0142,True,Other,feature,unknown
customerID,3973-SKMLN,1,0.0142,True,Other,feature,unknown
customerID,2321-OMBXY,1,0.0142,True,Other,feature,unknown
customerID,2840-XANRC,1,0.0142,True,Other,feature,unknown
customerID,6745-JEFZB,1,0.0142,True,Other,feature,unknown
customerID,5020-ZSTTY,1,0.0142,True,Other,feature,unknown
customerID,9880-TDQAC,1,0.0142,True,Other,feature,unknown
customerID,8705-WZCYL,1,0.0142,True,Other,feature,unknown
customerID,7102-JJVTX,1,0.0142,True,Other,feature,unknown
customerID,8626-PTQGE,1,0.0142,True,Other,feature,unknown
customerID,4983-CLMLV,1,0.0142,True,Other,feature,unknown
customerID,5701-YVSVF,1,0.0142,True,Other,feature,unknown
customerID,5804-LEPIM,1,0.0142,True,Other,feature,unknown
customerID,5697-GOMBF,1,0.0142,True,Other,feature,unknown
customerID,2739-CACDQ,1,0.0142,True,Other,feature,unknown
customerID,9385-EHGDO,1,0.0142,True,Other,feature,unknown
customerID,9498-FIMXL,1,0.0142,True,Other,feature,unknown
customerID,2379-GYFLQ,1,0.0142,True,Other,feature,unknown
customerID,0122-OAHPZ,1,0.0142,True,Other,feature,unknown
customerID,2868-SNELZ,1,0.0142,True,Other,feature,unknown
customerID,4322-RCYMT,1,0.0142,True,Other,feature,unknown
customerID,6680-NENYN,1,0.0142,True,Other,feature,unknown
customerID,2088-IEBAU,1,0.0142,True,Other,feature,unknown
customerID,7982-VCELR,1,0.0142,True,Other,feature,unknown
customerID,1343-EHPYB,1,0.0142,True,Other,feature,unknown
customerID,6035-BXTTY,1,0.0142,True,Other,feature,unknown
customerID,6885-PKOAM,1,0.0142,True,Other,feature,unknown
customerID,7520-HQWJU,1,0.0142,True,Other,feature,unknown
customerID,9639-BUJXT,1,0.0142,True,Other,feature,unknown
customerID,5924-SNGKP,1,0.0142,True,Other,feature,unknown
customerID,0021-IKXGC,1,0.0142,True,Other,feature,unknown
customerID,2034-GDRCN,1,0.0142,True,Other,feature,unknown
customerID,8966-SNIZF,1,0.0142,True,Other,feature,unknown
customerID,6243-OZGFH,1,0.0142,True,Other,feature,unknown
customerID,4654-DLAMQ,1,0.0142,True,Other,feature,unknown
customerID,0513-RBGPE,1,0.0142,True,Other,feature,unknown
customerID,5160-UXJED,1,0.0142,True,Other,feature,unknown
customerID,4115-NZRKS,1,0.0142,True,Other,feature,unknown
customerID,0219-YTZUE,1,0.0142,True,Other,feature,unknown
customerID,0623-IIHUG,1,0.0142,True,Other,feature,unknown
customerID,4572-DVCGN,1,0.0142,True,Other,feature,unknown
customerID,3351-NGXYI,1,0.0142,True,Other,feature,unknown
customerID,8984-EYLLL,1,0.0142,True,Other,feature,unknown
customerID,9057-MSWCO,1,0.0142,True,Other,feature,unknown
customerID,9833-TGFHX,1,0.0142,True,Other,feature,unknown
customerID,9294-TDIPC,1,0.0142,True,Other,feature,unknown
customerID,5229-DTFYB,1,0.0142,True,Other,feature,unknown
customerID,0104-PPXDV,1,0.0142,True,Other,feature,unknown
customerID,5176-LMJXE,1,0.0142,True,Other,feature,unknown
customerID,3583-KRKMD,1,0.0142,True,Other,feature,unknown
customerID,1010-DIAUQ,1,0.0142,True,Other,feature,unknown
customerID,9069-LGEUL,1,0.0142,True,Other,feature,unknown
customerID,7302-ZHMHP,1,0.0142,True,Other,feature,unknown
customerID,9571-EDEBV,1,0.0142,True,Other,feature,unknown
customerID,3520-FJGCV,1,0.0142,True,Other,feature,unknown
customerID,6563-VRERX,1,0.0142,True,Other,feature,unknown
customerID,0259-GBZSH,1,0.0142,True,Other,feature,unknown
customerID,6122-EFVKN,1,0.0142,True,Other,feature,unknown
customerID,2805-EDJPQ,1,0.0142,True,Other,feature,unknown
customerID,6862-CQUMB,1,0.0142,True,Other,feature,unknown
customerID,7156-MXBJE,1,0.0142,True,Other,feature,unknown
customerID,6158-HDPXZ,1,0.0142,True,Other,feature,unknown
customerID,9601-BRXPO,1,0.0142,True,Other,feature,unknown
customerID,2863-IMQDR,1,0.0142,True,Other,feature,unknown
customerID,5686-CMAWK,1,0.0142,True,Other,feature,unknown
customerID,5651-CRHKQ,1,0.0142,True,Other,feature,unknown
customerID,6905-NIQIN,1,0.0142,True,Other,feature,unknown
customerID,8204-YJCLA,1,0.0142,True,Other,feature,unknown
customerID,5167-ZFFMM,1,0.0142,True,Other,feature,unknown
customerID,6583-SZVGP,1,0.0142,True,Other,feature,unknown
customerID,4895-TMWIR,1,0.0142,True,Other,feature,unknown
customerID,0533-BNWKF,1,0.0142,True,Other,feature,unknown
customerID,1708-PBBOA,1,0.0142,True,Other,feature,unknown
customerID,8782-LKFPK,1,0.0142,True,Other,feature,unknown
customerID,5522-JBWMO,1,0.0142,True,Other,feature,unknown
customerID,3597-MVHJT,1,0.0142,True,Other,feature,unknown
customerID,9774-NRNAU,1,0.0142,True,Other,feature,unknown
customerID,0224-RLWWD,1,0.0142,True,Other,feature,unknown
customerID,9967-ATRFS,1,0.0142,True,Other,feature,unknown
customerID,3951-NJCVI,1,0.0142,True,Other,feature,unknown
customerID,2977-CEBSX,1,0.0142,True,Other,feature,unknown
customerID,0177-PXBAT,1,0.0142,True,Other,feature,unknown
customerID,6599-CEBNN,1,0.0142,True,Other,feature,unknown
customerID,2519-ERQOJ,1,0.0142,True,Other,feature,unknown
customerID,5876-QMYLD,1,0.0142,True,Other,feature,unknown
customerID,2277-AXSDC,1,0.0142,True,Other,feature,unknown
customerID,9442-JTWDL,1,0.0142,True,Other,feature,unknown
customerID,0979-PHULV,1,0.0142,True,Other,feature,unknown
customerID,3067-SVMTC,1,0.0142,True,Other,feature,unknown
customerID,5495-GPSRW,1,0.0142,True,Other,feature,unknown
customerID,7606-BPHHN,1,0.0142,True,Other,feature,unknown
customerID,4742-DRORA,1,0.0142,True,Other,feature,unknown
customerID,0111-KLBQG,1,0.0142,True,Other,feature,unknown
customerID,4800-VHZKI,1,0.0142,True,Other,feature,unknown
customerID,7989-CHGTL,1,0.0142,True,Other,feature,unknown
customerID,0334-GDDSO,1,0.0142,True,Other,feature,unknown
customerID,4163-NCJAK,1,0.0142,True,Other,feature,unknown
customerID,5233-AOZUF,1,0.0142,True,Other,feature,unknown
customerID,5973-EJGDP,1,0.0142,True,Other,feature,unknown
customerID,1996-DBMUS,1,0.0142,True,Other,feature,unknown
customerID,7916-VCCPB,1,0.0142,True,Other,feature,unknown
customerID,4686-GEFRM,1,0.0142,True,Other,feature,unknown
customerID,5249-QYHEX,1,0.0142,True,Other,feature,unknown
customerID,0578-SKVMF,1,0.0142,True,Other,feature,unknown
customerID,5564-NEMQO,1,0.0142,True,Other,feature,unknown
customerID,2233-FAGXV,1,0.0142,True,Other,feature,unknown
customerID,5605-IYGFG,1,0.0142,True,Other,feature,unknown
customerID,7663-ZTEGJ,1,0.0142,True,Other,feature,unknown
customerID,3935-TBRZZ,1,0.0142,True,Other,feature,unknown
customerID,8111-BKVDS,1,0.0142,True,Other,feature,unknown
customerID,2055-SIFSS,1,0.0142,True,Other,feature,unknown
customerID,2806-MLNTI,1,0.0142,True,Other,feature,unknown
customerID,8734-DKSTZ,1,0.0142,True,Other,feature,unknown
customerID,4360-PNRQB,1,0.0142,True,Other,feature,unknown
customerID,6152-ONASV,1,0.0142,True,Other,feature,unknown
customerID,9063-ZGTUY,1,0.0142,True,Other,feature,unknown
customerID,7781-HVGMK,1,0.0142,True,Other,feature,unknown
customerID,2181-UAESM,1,0.0142,True,Other,feature,unknown
customerID,2957-LOLHO,1,0.0142,True,Other,feature,unknown
